Date,Price
30/5/2023,3.8724983
31/5/2023,3.8539526
1/6/2023,3.8411558
2/6/2023,3.8215618
5/6/2023,3.8059976
6/6/2023,3.7953887
7/6/2023,3.8109062
8/6/2023,3.7983985
9/6/2023,3.7901905
11/6/2023,3.7945309
12/6/2023,3.8072767
13/6/2023,3.8256285
14/6/2023,3.8146217
15/6/2023,3.8025355
16/6/2023,3.7958696
18/6/2023,3.8020108
19/6/2023,3.815968
20/6/2023,3.8445044
21/6/2023,3.8431044
22/6/2023,3.8478653
23/6/2023,3.850067
25/6/2023,3.8636937
26/6/2023,3.874936
27/6/2023,3.9025831
28/6/2023,3.8928077
30/6/2023,3.8994582
2/7/2023,3.8814309
3/7/2023,3.8893812
4/7/2023,3.920757
5/7/2023,3.918093
6/7/2023,3.9278896
7/7/2023,3.934922
10/7/2023,3.935913
11/7/2023,3.935455
12/7/2023,3.9347665
13/7/2023,3.923738
14/7/2023,3.8986871
16/7/2023,3.8625586
17/7/2023,3.8249118
18/7/2023,3.8460584
19/7/2023,3.8375003
20/7/2023,3.82306
21/7/2023,3.8393037
23/7/2023,3.8345733
24/7/2023,3.845812
25/7/2023,3.879749
26/7/2023,3.860865
27/7/2023,3.839596
28/7/2023,3.8382041
30/7/2023,3.834769
31/7/2023,3.845777
1/8/2023,3.8850756
2/8/2023,3.8807402
3/8/2023,3.8699806
4/8/2023,3.8694954
6/8/2023,3.882874
7/8/2023,3.9031653
8/8/2023,3.9341383
9/8/2023,3.9052565
10/8/2023,3.868964
11/8/2023,3.8575394
13/8/2023,3.8561175
14/8/2023,3.8523674
15/8/2023,3.8729951
16/8/2023,3.868821
17/8/2023,3.8685167
18/8/2023,3.8669975
20/8/2023,3.870814
21/8/2023,3.8627255
22/8/2023,3.8732646
23/8/2023,3.8663752
24/8/2023,3.8635614
27/8/2023,3.8653927
28/8/2023,3.8945088
29/8/2023,3.9092307
30/8/2023,3.8772035
31/8/2023,3.8559134
1/9/2023,3.858864
4/9/2023,3.892408
5/9/2023,3.8690188
6/9/2023,3.8427918
7/9/2023,3.8575213
8/9/2023,3.873432
10/9/2023,3.8771138
11/9/2023,3.8720186
12/9/2023,3.8922088
13/9/2023,3.8842537
14/9/2023,3.8893578
15/9/2023,3.89634
17/9/2023,3.8861685
18/9/2023,3.882648
19/9/2023,3.9109893
20/9/2023,3.9007604
21/9/2023,3.8901174
22/9/2023,3.921847
24/9/2023,3.9528615
25/9/2023,3.9899626
26/9/2023,4.0410194
27/9/2023,4.0278773
28/9/2023,4.0075626
29/9/2023,4.000577
1/10/2023,4.034384
2/10/2023,4.014193
3/10/2023,4.025543
4/10/2023,4.0116363
5/10/2023,4.02192
6/10/2023,4.07262
8/10/2023,4.1318417
9/10/2023,4.1388326
10/10/2023,4.149267
11/10/2023,4.1103415
12/10/2023,4.0762086
